,year,selling_price,km_driven,mileage,engine,max_power,fuel_Petrol,seller_type_Individual,transmission_Manual,owner_Second Owner,owner_Third and above owners,seat_category_more than 5
480,2010,200000,65000,19.0,998.0,66.1,True,True,True,True,False,False
481,2011,200000,80000,18.9,998.0,67.1,True,True,True,False,False,False
482,2015,560000,119000,23.9,1582.0,126.2,False,True,True,False,False,False
483,2016,750000,80000,24.52,1248.0,88.5,False,True,True,False,False,True
484,2017,585000,90000,25.2,1248.0,74.0,False,True,True,False,False,False
485,2016,760000,20000,17.01,1591.0,121.4,True,True,True,False,False,False
486,2014,430000,80000,25.2,1248.0,74.0,False,True,True,True,False,False
487,2020,480000,44665,25.32,1198.0,77.0,False,True,True,False,False,True
488,2019,643000,10000,20.8,1493.0,113.4,False,True,True,False,False,False
489,2018,500000,60000,20.14,1197.0,81.86,True,True,True,False,False,False
490,2016,425000,22000,18.5,1198.0,86.8,True,True,True,False,False,False
491,2014,250000,25000,22.74,796.0,47.3,True,True,True,False,False,False
492,2016,285000,70000,27.62,793.0,47.0,False,True,True,False,False,False
493,2008,160000,123000,17.5,1298.0,85.8,True,True,True,False,True,False
494,2011,250000,70000,20.54,1598.0,103.6,False,True,True,True,False,False
495,2013,170000,70000,18.6,1199.0,79.4,True,True,True,True,False,False
496,2013,409999,45000,23.59,1364.0,67.06,False,True,True,False,False,False
497,2015,400000,40000,18.9,1197.0,82.0,True,True,False,False,False,False
498,2019,700000,30000,28.4,1248.0,74.02,False,True,True,False,False,False
499,2007,350000,90000,12.9,1799.0,130.0,True,True,False,False,False,False
500,2016,660000,34000,17.5,1373.0,91.1,True,True,True,True,False,True
501,2017,268000,25000,24.7,796.0,47.3,True,True,True,False,False,False
502,2016,270000,50000,22.74,796.0,47.3,True,True,True,False,False,False
503,2013,300000,50000,25.44,936.0,57.6,False,True,True,False,False,False
504,2017,450000,90000,23.84,1199.0,84.0,True,True,True,False,False,False
505,2012,220000,70000,25.44,936.0,57.6,False,True,True,True,False,False
506,2009,250000,146000,13.93,2179.0,138.0,False,True,True,True,False,True
507,2012,300000,85000,15.6,1196.0,70.0,True,True,True,True,False,False
508,2009,88000,201850,17.88,1396.0,52.8,False,True,True,True,False,False
509,2016,561000,30000,26.59,1248.0,74.0,False,True,True,False,False,False
510,2018,755000,15000,28.4,1248.0,74.02,False,True,True,False,False,False
511,2017,235000,25000,22.7,799.0,53.64,True,True,True,False,False,False
512,2011,165000,90000,20.92,998.0,67.1,True,True,True,False,False,False
513,2008,190000,80000,19.3,1248.0,73.9,False,True,True,True,False,False
514,2011,110000,50000,17.2,1396.0,53.5,False,True,True,False,False,False
515,2012,320000,80000,13.6,2523.0,63.0,False,True,True,True,False,True
517,2016,540000,38000,18.6,1197.0,81.83,True,True,True,False,False,False
518,2013,180000,60000,21.1,814.0,55.2,True,True,True,False,False,False
520,2012,450000,30000,17.5,1197.0,85.8,True,True,True,False,False,False
521,2014,450000,30000,19.1,1197.0,85.8,True,True,True,False,False,False
522,2015,200000,50000,18.6,1199.0,76.8,True,True,True,False,False,False
523,2017,425000,42000,23.84,1199.0,84.0,True,True,True,False,False,False
524,2016,400000,30000,18.2,1199.0,82.4,True,True,True,False,False,False
525,2009,125000,60000,19.7,796.0,46.3,True,True,True,False,True,False
527,2015,900000,22000,17.4,1497.0,117.3,True,True,True,False,False,False
528,2012,450000,90000,20.54,1598.0,103.6,False,True,True,False,False,False
529,2011,210000,46000,20.92,998.0,67.1,True,True,True,False,False,False
530,2018,801000,20000,18.6,1197.0,81.83,True,True,True,False,False,False
531,2014,317000,15000,15.42,1405.0,70.0,False,True,True,False,False,True
532,2015,600000,40000,16.02,1373.0,93.7,True,True,True,True,False,True
533,2014,330000,30000,18.5,1197.0,82.85,True,True,True,True,False,False
534,2017,320000,15000,21.1,814.0,55.2,True,True,True,True,False,False
536,2007,120000,110000,15.3,1341.0,83.0,True,True,True,True,False,False
537,2009,130000,70000,19.7,796.0,46.3,True,True,True,True,False,False
538,2015,220000,80000,18.2,1199.0,82.4,True,True,True,False,False,False
540,2015,340000,110000,17.57,1193.0,88.7,True,True,True,False,False,False
541,2013,200000,70000,19.68,1399.0,67.0,False,True,True,True,False,False
542,2002,140000,50000,19.7,796.0,46.3,True,True,True,True,False,False
543,2013,1000000,190000,12.99,2494.0,100.6,False,True,True,False,False,True
544,2010,495000,100000,13.6,2523.0,63.0,False,True,True,True,False,True
545,2015,236000,60000,22.74,796.0,47.3,True,True,True,False,False,False
546,2015,390000,40000,20.51,998.0,67.04,True,True,True,False,False,False
547,2009,275000,90000,19.3,1248.0,73.9,False,True,True,True,False,False
549,2017,775000,32000,24.3,1248.0,88.5,False,False,True,False,False,False
551,2016,850000,58000,19.67,1582.0,126.2,False,True,True,False,False,False
552,2018,750000,5000,24.3,1248.0,88.5,False,True,True,False,False,False
553,2018,570000,25000,18.6,1197.0,81.83,True,True,True,False,False,False
554,2018,580000,32000,18.9,1197.0,81.86,True,True,True,False,False,False
555,2016,484999,30000,18.7,1199.0,88.7,True,True,True,False,False,False
556,2017,700000,43000,15.4,1497.0,117.3,True,False,True,False,False,True
557,2012,415000,60000,17.7,1497.0,113.42,True,False,True,False,False,False
558,2015,325000,50000,19.34,1198.0,76.0,True,True,False,False,False,False
559,2018,550000,14200,18.16,1196.0,86.8,True,True,True,False,False,False
560,2017,300000,10000,21.1,814.0,55.2,True,True,True,False,False,False
561,2018,217000,25000,22.7,799.0,53.64,True,True,True,False,False,False
562,2018,700000,19100,19.0,1194.0,94.68,True,True,True,False,False,False
563,2019,466000,25000,20.3,1086.0,68.0,True,True,False,False,True,False
564,2014,484999,54000,23.0,1498.0,98.96,False,False,True,False,False,False
565,2018,670000,35000,22.71,1461.0,84.8,False,True,True,False,False,False
566,2018,500000,20000,18.9,1197.0,81.86,True,True,True,True,False,False
567,2016,675000,52000,23.65,1248.0,88.5,False,True,True,False,False,False
568,2011,220000,120000,23.0,1396.0,90.0,False,True,True,True,False,False
570,2013,630000,120000,20.77,1248.0,88.8,False,True,True,True,False,True
571,2010,250000,90000,18.8,1248.0,90.0,False,True,True,True,False,False
572,2004,120000,120000,18.9,998.0,67.1,True,True,True,False,True,False
573,2015,300000,101500,21.14,1498.0,103.52,False,True,True,True,False,False
574,2013,525000,75000,22.32,1582.0,126.3,False,True,False,False,False,False
577,2016,1100000,100000,15.4,1997.0,120.0,False,True,True,False,False,True
578,2012,480000,55735,19.01,1461.0,108.45,False,True,True,True,False,False
579,2014,605000,80000,15.1,2179.0,140.0,False,True,True,True,False,True
580,2016,250000,50000,24.7,796.0,47.3,True,True,True,True,False,False
581,2013,245000,70000,20.0,1399.0,68.1,False,True,True,True,False,False
582,2012,210000,76000,20.36,1197.0,78.9,True,True,True,False,True,False
583,2020,730000,1500,21.21,1197.0,81.8,True,True,True,False,False,False
584,2012,500000,76000,15.96,2523.0,62.1,False,True,True,False,False,True
585,2015,400000,40000,20.51,998.0,67.04,True,True,True,False,False,False
586,2015,280000,60000,21.1,814.0,55.2,True,True,True,True,False,False
587,2009,561000,170000,12.8,2494.0,102.0,False,True,True,False,True,True
588,2013,950000,181491,13.5,2477.0,175.56,False,False,True,False,False,True
589,2016,375000,53319,25.44,936.0,56.3,False,False,True,False,False,False
590,2017,700000,40906,21.66,1498.0,108.62,False,False,True,False,False,False
591,2012,375000,31711,17.6,1496.0,88.7,True,False,True,True,False,False
592,2012,270000,43755,21.1,814.0,55.2,True,False,True,True,False,False
593,2016,300000,66693,25.17,799.0,53.3,True,False,True,False,False,False
594,2010,225000,59549,19.0,998.0,67.1,True,False,True,False,False,False
596,2010,200000,73730,18.2,998.0,67.1,True,False,True,False,False,False
597,2011,400000,221889,22.32,1582.0,126.32,False,False,True,False,False,False
598,2013,500000,116104,25.8,1498.0,98.6,False,False,True,False,False,False
599,2015,500000,150546,22.0,1197.0,81.8,True,False,True,False,False,False
601,2015,555000,20000,15.8,1499.0,110.0,True,True,True,True,False,False
602,2018,580000,30000,18.9,1197.0,81.86,True,True,False,False,False,False
603,2011,337000,142000,13.7,2179.0,138.1,False,True,True,False,True,True
604,2011,175000,20000,12.2,1948.0,68.0,False,True,True,False,False,True
605,2009,180000,120000,18.8,1248.0,90.0,False,True,True,True,False,False
606,2011,200000,80000,19.81,1086.0,68.05,True,True,True,False,False,False
607,2016,260000,60000,19.09,1405.0,69.01,False,True,True,False,False,False
608,2016,350000,25000,23.01,999.0,67.0,True,True,True,False,False,False
609,2011,409999,50000,13.6,2523.0,63.0,False,True,True,True,False,True
610,2017,655000,126000,18.49,1493.0,100.0,False,True,True,False,False,True
611,2015,370000,170000,26.59,1248.0,74.0,False,True,True,False,False,False
612,2013,200000,24000,22.74,796.0,47.3,True,True,True,False,False,False
613,2017,800000,100000,24.52,1248.0,88.5,False,True,True,True,False,True
614,2019,550000,10000,24.0,1199.0,83.81,True,True,True,False,False,False
615,2012,300000,70000,20.0,1399.0,68.0,False,True,True,True,False,False
616,2017,220000,40000,16.8,796.0,34.2,True,True,True,False,False,True
617,2011,196000,110000,18.9,998.0,67.1,True,True,True,False,False,False
618,2008,135000,80000,19.81,1086.0,68.05,True,True,True,True,False,False
619,2015,299000,16500,17.57,1193.0,88.7,True,True,True,False,False,False
620,2017,300000,30000,23.95,998.0,67.05,True,True,True,False,False,False
621,2017,720000,80000,24.52,1248.0,88.5,False,True,True,False,False,True
622,2016,650000,50000,14.1,2179.0,147.94,False,True,True,False,True,True
623,2016,300000,25000,23.95,998.0,67.05,True,True,True,False,False,False
624,2019,750000,20000,24.0,1186.0,73.97,False,True,True,False,False,False
625,2016,260000,60000,25.17,799.0,53.3,True,True,True,False,False,False
626,2011,300000,70000,22.9,1248.0,74.0,False,True,True,True,False,False
627,2014,600000,50000,15.96,2523.0,62.1,False,True,True,True,False,True
628,2004,275000,100000,9.0,2997.0,218.0,True,True,False,True,False,False
629,2015,250000,52000,23.95,998.0,67.05,True,True,True,False,False,False
630,2014,420000,80000,23.4,1248.0,74.0,False,True,True,False,False,False
631,2015,235000,50000,21.1,814.0,55.2,True,True,True,False,False,False
632,2016,1100000,60000,15.4,2179.0,120.0,False,True,True,False,False,True
633,2019,360000,25000,23.95,998.0,67.05,True,True,True,False,False,False
634,2014,380000,50000,24.0,1120.0,70.0,False,True,True,True,False,False
635,2016,650000,125000,22.77,1498.0,98.59,False,True,True,False,False,False
636,2016,350000,80000,20.51,998.0,67.04,True,True,True,False,False,False
637,2017,700000,70000,15.96,2523.0,63.0,False,True,True,False,False,True
638,2010,270000,90000,23.0,1396.0,90.0,False,True,True,False,True,False
639,2017,450000,50000,22.95,1248.0,74.0,False,True,True,False,False,False
640,2016,630000,101000,16.55,2498.0,105.0,False,True,True,False,False,True
641,2010,229999,168000,14.0,2498.0,112.0,False,True,True,False,False,True
643,2011,270000,40000,18.9,998.0,67.1,True,True,True,False,False,False
645,2012,275000,20000,18.9,998.0,67.1,True,True,True,False,False,False
665,2015,634000,165000,18.49,1493.0,100.0,False,True,True,False,False,True
666,2012,235000,98500,19.0,998.0,66.1,True,True,True,True,False,False
667,2008,275000,98000,20.36,1197.0,78.9,True,True,True,False,True,False
668,2014,700000,40000,16.55,2498.0,105.0,False,True,True,True,False,True
669,2013,400000,90000,20.3,1248.0,92.0,False,True,True,False,False,False
670,2012,215000,90000,19.7,796.0,46.3,True,True,True,False,True,False
671,2009,150000,110000,17.1,1493.0,110.0,False,True,True,True,False,False
672,2018,950000,77800,25.1,1248.0,88.5,False,True,True,False,False,False
673,2015,730000,100000,18.49,1493.0,100.0,False,True,True,False,False,True
674,2012,135000,120000,19.0,1405.0,71.0,False,True,True,True,False,False
675,2016,350000,80000,19.1,1197.0,82.0,True,True,True,True,False,False
676,2018,535000,21000,18.15,1198.0,82.0,True,True,True,True,False,True
677,2018,455000,100000,19.0,1197.0,85.8,True,True,True,True,False,False
678,2019,655000,25000,21.21,1197.0,81.8,True,True,True,False,False,False
679,2019,800000,30000,23.0,1498.0,98.96,False,True,True,False,True,False
680,2018,1100000,25000,17.8,1496.0,105.5,True,True,False,False,False,False
682,2012,1225000,160000,11.5,2982.0,169.0,False,True,False,False,False,True
683,2018,340000,51492,18.15,1198.0,82.0,True,True,True,False,False,True
684,2011,300000,72000,20.54,1598.0,103.6,False,True,True,True,False,False
685,2016,370000,60000,18.16,1196.0,86.8,True,True,True,False,False,False
686,2013,330000,136000,15.96,2523.0,62.1,False,True,True,True,False,True
687,2014,238000,60000,17.92,1086.0,62.1,True,True,True,False,False,False
689,2013,200000,90000,17.92,1086.0,62.1,True,True,True,False,False,False
690,2014,320000,91000,22.71,1461.0,84.8,False,True,True,False,True,False
691,2009,114999,90000,17.92,1086.0,62.1,True,True,True,False,True,False
692,2015,320000,50000,20.51,998.0,67.04,True,True,True,True,False,False
693,2010,210000,20000,19.81,1086.0,68.05,True,True,True,False,False,False
694,2011,200000,120000,14.0,2489.0,95.0,False,True,True,False,False,True
695,2009,135000,150000,18.9,1061.0,67.0,True,True,True,True,False,False
696,2015,350000,52000,19.09,1405.0,69.01,False,True,True,False,False,False
697,2014,350000,167000,13.6,2523.0,63.0,False,True,True,True,False,True
698,2017,680000,40000,28.4,1248.0,74.02,False,True,True,False,False,False
699,2010,200000,190000,17.8,1248.0,75.0,False,True,True,True,False,False
700,2016,300000,50000,23.01,999.0,67.0,True,True,True,False,False,False
701,2011,270000,70000,14.0,2498.0,112.0,False,True,True,True,False,True
702,2012,225000,80000,18.9,998.0,67.1,True,True,True,True,False,False
703,2008,250000,120000,13.6,2523.0,63.0,False,True,True,False,False,True
704,2015,590000,40000,18.49,1493.0,100.0,False,True,True,True,False,True
705,2015,290000,17000,21.1,814.0,55.2,True,True,True,False,False,False
706,2010,100000,180000,19.0,998.0,67.1,True,True,True,True,False,False
707,2016,395000,50000,23.1,998.0,67.04,True,True,True,False,False,False
708,2014,195000,65000,21.1,814.0,55.2,True,True,True,True,False,False
709,2011,45000,10000,26.0,624.0,35.0,True,True,True,False,True,False
710,2009,270000,70000,13.6,2523.0,63.0,False,True,True,True,False,True
711,2014,600000,90000,13.58,2499.0,72.4,False,True,True,True,False,True
712,2015,715000,50000,22.54,1396.0,88.73,False,True,True,False,False,False
713,2019,600000,10000,18.6,1197.0,81.86,True,True,True,False,False,False
714,2019,875000,25000,18.49,1493.0,100.0,False,True,True,False,False,True
715,2011,420000,100000,13.5,2179.0,115.0,False,True,True,True,False,False
716,2007,325000,70000,10.1,2354.0,152.0,True,True,False,True,False,False
717,2017,385000,30000,20.63,1198.0,67.06,True,True,True,False,False,False
718,2016,300000,40000,18.15,1198.0,82.0,True,True,True,False,False,True
719,2012,335000,135000,21.9,1396.0,88.76,False,True,True,False,False,False
720,2014,300000,35000,23.1,998.0,67.04,True,True,True,False,False,False
721,2004,80000,120000,13.2,1495.0,94.0,True,True,True,True,False,False
722,2012,400000,120000,15.96,2523.0,62.1,False,True,True,False,False,True
723,2012,168000,190000,19.09,1396.0,69.0,False,True,True,True,False,False
724,2016,550000,120000,15.96,2523.0,62.1,False,True,True,False,False,True
726,2011,320000,175000,13.6,2523.0,63.0,False,True,True,False,True,True
727,2011,320000,175000,15.96,2523.0,63.0,False,True,True,False,True,True
728,2011,350000,25000,16.95,1498.0,97.7,True,True,True,True,False,False
729,2013,280000,80000,21.02,1248.0,88.76,False,True,True,False,False,False
730,2017,550000,70000,24.4,1120.0,71.0,False,True,True,True,False,False
731,2018,500000,10000,20.14,1197.0,81.86,True,True,True,False,False,False
732,2019,700000,6000,19.0,1194.0,94.68,True,True,True,False,False,False
733,2013,380000,90000,20.5,1598.0,103.5,False,True,True,True,False,False
734,2012,340000,110000,15.96,2523.0,63.0,False,True,True,True,False,True
735,2007,160000,120000,13.6,2523.0,63.0,False,True,True,False,True,True
736,2014,750000,50000,12.99,2494.0,100.6,False,True,True,False,False,True
737,2018,531000,20000,18.9,1197.0,81.86,True,True,False,False,False,False
738,2017,300000,35000,23.01,999.0,67.0,True,True,True,False,False,False
739,2014,350000,60000,20.14,1498.0,88.8,False,True,True,True,False,False
740,2010,150000,68000,18.6,1199.0,79.4,True,True,True,False,True,False
741,2015,450000,30000,20.4,1197.0,81.8,True,True,True,False,False,False
745,2006,85000,120000,16.8,1405.0,68.0,False,True,True,False,True,False
746,2018,450000,30000,18.9,1197.0,81.86,True,True,True,False,False,False
748,2017,360000,50000,27.28,1047.0,69.0,False,True,True,False,False,False
749,2020,390000,6000,23.95,998.0,67.05,True,True,True,False,False,False
750,2011,145000,50000,15.37,1196.0,73.0,True,True,True,True,False,True
