,year,selling_price,km_driven,mileage_kmpl,engine_CC,max_power_bhp,fuel_Petrol,seller_type_Individual,transmission_Manual,owner_Second Owner,owner_Third and above owners,seat_category_more than 5
1277,2014,300000,45000,19.09,1405.0,69.01,False,True,True,False,False,False
2561,2015,600000,60000,13.49,2179.0,138.03,False,True,True,True,False,False
964,2012,1100000,151000,12.8,2494.0,102.0,False,True,True,False,False,True
3334,2009,114999,100000,19.7,796.0,46.3,True,True,True,False,False,False
1008,2012,350000,79990,17.8,1399.0,67.0,False,False,True,True,False,False
4463,2017,650000,120000,16.5,1493.0,70.0,False,True,True,False,False,True
116,2016,780000,60000,24.3,1248.0,88.5,False,True,True,False,False,False
3761,2014,490000,67000,28.4,1248.0,74.0,False,False,True,False,False,False
2232,2013,300000,70000,23.4,1248.0,74.0,False,True,True,False,False,False
6759,2008,320000,100000,12.7,2609.0,116.6,False,True,True,True,False,True
4508,2013,409999,35000,19.1,1197.0,85.8,True,True,True,False,False,False
3893,2009,135000,50000,19.7,796.0,46.3,True,True,True,False,False,False
5023,2016,400000,24177,17.57,1193.0,88.7,True,True,True,False,False,False
2976,2015,600000,100000,18.6,1197.0,81.83,True,True,True,False,False,False
3702,2013,350000,90000,14.09,1596.0,99.6,True,True,True,False,False,False
883,2016,750000,120000,11.0,2179.0,120.0,False,True,True,False,False,False
7937,2018,760000,50000,27.39,1248.0,74.0,False,True,True,False,False,False
1034,2009,120000,90000,19.7,796.0,46.3,True,True,True,False,False,False
5827,2010,310000,91000,17.0,1497.0,118.0,True,True,True,True,False,False
4031,2015,434999,90000,18.6,1197.0,81.83,True,True,True,True,False,False
7017,2011,440000,60000,13.6,2523.0,63.0,False,True,True,True,False,True
7795,2013,375000,65000,28.4,1248.0,74.0,False,False,True,False,False,False
2192,2016,300000,50000,22.74,796.0,47.3,True,True,True,True,False,False
6997,2017,400000,50000,25.32,1198.0,77.0,False,True,True,False,False,True
7580,2012,220000,75000,23.08,1461.0,63.12,False,True,True,False,False,False
5309,2019,420000,15000,23.01,999.0,67.0,True,True,True,False,False,False
1288,2004,60000,113000,19.7,796.0,46.3,True,True,True,True,False,False
1316,2005,150000,150000,18.9,998.0,67.1,True,True,True,False,True,False
4015,2012,221000,70000,18.9,998.0,67.1,True,True,True,False,False,False
6366,2014,370000,30000,23.2,1248.0,73.94,False,True,True,False,False,False
2357,2016,356000,9656,25.17,799.0,53.3,True,True,True,False,False,False
4841,2013,300000,120000,22.9,1248.0,74.0,False,True,True,False,True,False
912,2012,130000,60000,22.3,1248.0,74.0,False,True,True,False,False,False
8084,2017,450000,20000,18.9,1197.0,81.86,True,True,True,False,False,False
2052,2019,750000,24000,28.4,1248.0,74.02,False,True,True,False,False,False
7835,2014,391000,120000,20.14,1498.0,88.8,False,True,True,True,False,False
1929,2015,700000,80000,20.45,1461.0,83.8,False,True,True,True,False,False
6553,2011,350000,93500,18.6,1388.0,67.0,False,True,True,True,False,False
8016,2013,190000,120000,22.3,1248.0,74.0,False,True,True,True,False,False
5571,2018,1150000,35000,22.0,1582.0,126.2,False,True,True,False,False,False
6056,2008,135000,90000,18.9,998.0,67.1,True,True,True,True,False,False
6139,2012,250000,44588,21.1,814.0,55.2,True,False,True,False,False,False
7610,2013,325000,120000,22.07,1199.0,73.9,False,True,True,False,False,False
2265,2013,95000,30000,25.4,624.0,37.48,True,True,True,False,False,False
2803,2015,780000,40000,24.52,1248.0,88.5,False,True,True,False,False,True
2901,2012,361000,90000,20.54,1598.0,103.6,False,True,True,False,False,False
6219,2011,350000,120000,12.2,2499.0,80.0,False,True,True,True,False,True
5082,2004,120000,100000,10.5,2179.0,120.0,False,True,True,False,True,True
5265,2006,135000,70000,15.9,1298.0,85.0,True,True,True,True,False,False
7403,2016,750000,67600,14.81,1998.0,163.7,False,True,False,False,False,False
7929,2018,640000,20000,20.14,1197.0,81.86,True,True,True,False,False,False
4008,2016,310000,25000,21.1,814.0,55.2,True,True,True,False,False,False
8075,2014,560000,90000,26.21,1248.0,88.5,False,True,True,True,False,False
2416,2012,950000,78500,15.1,2179.0,140.0,False,True,True,False,False,True
3553,2008,229999,110000,17.5,1896.0,106.0,False,True,True,True,False,False
8064,2015,600000,28161,17.8,1497.0,117.3,True,False,True,False,False,False
94,2009,175000,55500,18.2,998.0,67.1,True,False,True,False,False,False
3434,2015,430000,97000,25.8,1498.0,98.6,False,True,True,True,False,False
1407,2011,250000,110000,16.95,1498.0,97.7,True,True,True,False,False,False
7570,2016,650000,35000,21.4,1197.0,83.1,True,True,True,True,False,False
4543,2019,892000,10000,24.3,1248.0,88.5,False,True,True,False,False,False
3563,2014,225000,35000,21.1,814.0,55.2,True,True,True,False,False,False
7113,2009,200000,120000,21.1,1248.0,73.9,False,True,True,True,False,False
5703,2017,445000,27000,18.9,1197.0,81.86,True,True,True,False,False,False
5539,2012,229999,166000,23.08,1461.0,63.1,False,True,True,True,False,False
8085,2011,300000,40000,18.3,1991.0,147.9,False,True,True,False,False,False
582,2012,210000,76000,20.36,1197.0,78.9,True,True,True,False,True,False
932,2013,199000,60000,20.2,998.0,67.1,True,True,True,True,False,False
7787,2018,400000,22000,20.3,1199.0,84.0,True,True,True,False,False,False
3231,2017,675000,35000,26.59,1248.0,74.0,False,True,True,False,False,False
495,2013,170000,70000,18.6,1199.0,79.4,True,True,True,True,False,False
713,2019,600000,10000,18.6,1197.0,81.86,True,True,True,False,False,False
7273,2016,500000,15000,20.4,1197.0,81.8,True,True,True,False,False,False
4192,2006,170000,120000,14.0,2523.0,83.0,False,True,True,True,False,True
2024,2005,90000,74000,12.8,1396.0,85.0,True,True,True,True,False,False
1032,2011,400000,60000,16.2,1599.0,103.2,True,True,True,False,False,False
7834,2013,450000,100000,15.74,1591.0,121.3,True,True,False,True,False,False
323,2016,650000,50000,21.4,1197.0,83.1,True,True,False,False,False,False
1246,2010,196000,110000,16.95,1197.0,78.9,True,True,False,False,True,False
6136,2019,700000,3177,18.5,1194.0,94.93,True,False,True,False,False,False
8118,2013,380000,25000,18.5,1197.0,82.85,True,True,True,False,False,False
1375,2016,475000,2118,19.4,1198.0,86.8,True,False,True,False,False,False
4689,2017,720000,60000,28.09,1248.0,88.5,False,True,True,False,False,False
3577,2014,280000,100000,14.0,2489.0,95.0,False,True,True,False,False,True
1812,2012,310000,77000,19.3,1248.0,73.9,False,True,True,True,False,False
2993,2017,580000,95000,15.96,2523.0,63.0,False,True,True,False,False,True
3206,2019,630000,5000,18.6,1197.0,81.86,True,True,True,False,False,False
1052,2017,950000,15000,15.4,1497.0,117.3,True,True,False,False,False,True
6386,2012,270000,80000,23.2,1248.0,73.94,False,True,True,False,True,False
6847,2017,400000,32000,18.15,1198.0,82.0,True,True,True,True,False,True
14,2009,180000,90000,18.9,1061.0,67.0,True,True,True,True,False,False
1311,2012,200000,104500,20.0,1399.0,68.0,False,True,True,True,False,False
5802,2015,850000,173000,16.0,2179.0,140.0,False,True,True,False,False,True
3666,2015,950000,188000,16.0,2179.0,140.0,False,True,True,False,False,True
4631,2010,245000,146000,14.0,2498.0,112.0,False,True,True,False,True,True
729,2013,280000,80000,21.02,1248.0,88.76,False,True,True,False,False,False
4762,2012,385000,45000,18.5,1198.0,86.8,True,False,True,False,False,False
6392,2015,650000,50000,14.95,2489.0,93.7,False,True,True,False,False,True
2395,2012,250000,70000,17.21,1493.0,100.0,False,True,True,False,False,True
5603,2018,850000,40000,17.0,1198.0,108.5,True,True,True,True,False,False
1532,2013,310000,70000,25.0,1396.0,69.0,False,True,True,False,False,False
5292,2019,754000,10000,28.4,1248.0,74.02,False,True,True,False,False,False
2173,2017,430000,25000,23.84,1199.0,84.0,True,True,True,False,False,False
7349,2016,791000,190000,24.3,1248.0,88.5,False,True,True,False,False,False
6462,2013,360000,70000,23.4,1248.0,74.0,False,True,True,False,True,False
6025,2013,400000,70000,17.01,1591.0,121.3,True,True,True,False,False,False
2877,2013,400000,120000,20.54,1598.0,103.6,False,True,True,True,False,False
5220,2019,579000,10000,21.4,1197.0,83.1,True,True,True,False,False,False
3196,2017,715000,60000,21.19,1396.0,88.73,False,True,True,False,False,False
3722,2016,650000,50000,26.59,1248.0,74.0,False,True,True,False,False,False
740,2010,150000,68000,18.6,1199.0,79.4,True,True,True,False,True,False
486,2014,430000,80000,25.2,1248.0,74.0,False,True,True,True,False,False
7082,2009,300000,170000,13.6,2523.0,63.0,False,True,True,False,True,True
5272,2013,425000,80000,22.32,1582.0,126.32,False,True,True,True,False,False
6630,2020,500000,15000,23.84,1199.0,83.83,True,True,True,False,False,False
7621,2018,700000,35000,17.0,1198.0,108.5,True,True,True,False,False,False
3991,2012,480000,85472,12.05,2179.0,120.0,False,False,True,False,False,True
6034,2010,142000,49200,19.81,1086.0,68.05,True,True,True,True,False,False
7019,2014,330000,22000,20.51,998.0,67.04,True,True,True,False,False,False
4645,2007,75000,60000,16.1,796.0,37.0,True,True,True,True,False,False
2426,2015,978999,90000,19.67,1582.0,126.2,False,True,True,False,False,False
3037,2018,300000,19000,22.5,999.0,67.0,True,True,True,False,False,False
941,2007,280000,160000,13.93,2956.0,138.1,False,True,True,True,False,True
1281,2010,190000,100000,18.8,1248.0,90.0,False,True,True,True,False,False
3726,2012,415000,80000,22.32,1582.0,126.32,False,True,True,True,False,False
5805,2011,130000,60000,19.7,796.0,46.3,True,True,True,False,True,False
2436,2014,480000,70000,15.05,2179.0,147.9,False,True,True,True,False,True
2219,2015,315000,29000,23.95,998.0,67.05,True,True,True,False,False,False
8032,2011,130000,70000,16.5,1172.0,65.0,True,True,True,True,False,False
959,2015,850000,90000,15.1,2179.0,140.0,False,True,True,False,False,True
3054,2012,350000,30000,17.5,1298.0,85.8,True,True,True,False,False,False
4869,2016,315000,25000,22.74,796.0,47.3,True,True,True,False,False,False
1674,2016,1350000,97000,16.96,1968.0,138.03,False,True,False,False,False,False
6543,2015,500000,18000,18.5,1194.0,94.93,True,False,True,True,False,False
5119,2009,130000,90000,19.0,998.0,66.1,True,True,True,True,False,False
3259,2014,850000,120000,15.1,2179.0,140.0,False,True,True,False,False,True
6874,2014,675000,120000,12.05,2179.0,120.0,False,True,True,False,False,True
3361,2017,750000,48406,19.87,1461.0,83.8,False,False,True,False,False,False
3324,2009,90000,120000,17.88,1396.0,52.8,False,True,True,True,False,False
4075,2014,430000,90000,22.9,1248.0,74.0,False,True,True,False,False,False
2025,2011,350000,58000,13.93,2179.0,138.1,False,True,True,True,False,True
787,2003,150000,132478,13.6,2523.0,63.0,False,True,True,True,False,True
7803,2008,175000,61000,17.1,1493.0,110.0,False,False,True,True,False,False
6290,2017,325000,65000,19.02,1198.0,67.05,True,False,True,False,False,True
5398,2011,245000,25000,18.16,1196.0,86.8,True,False,True,False,False,False
209,2018,270000,20000,24.7,796.0,47.3,True,True,True,False,False,False
314,2014,555000,80100,19.01,1461.0,108.5,False,True,True,True,False,False
2018,2012,350000,50000,16.95,1498.0,97.7,True,True,True,False,False,False
4931,2012,300000,70000,21.12,1248.0,88.8,False,True,True,False,True,False
3805,2006,70000,110000,18.9,998.0,67.1,True,True,True,False,True,False
3921,2011,200000,120000,21.0,1461.0,64.1,False,True,True,False,True,False
187,2014,1750000,30000,13.0,2982.0,168.5,False,True,True,True,False,True
3858,2006,300000,140000,12.8,2494.0,102.0,False,True,True,True,False,True
5755,2016,300000,38000,24.7,796.0,47.3,True,True,True,False,False,False
7613,2017,670000,36000,27.39,1248.0,74.0,False,True,True,False,False,False
3963,2013,415000,102996,23.4,1248.0,74.0,False,True,True,True,False,False
1963,2011,305000,188000,17.8,1248.0,75.0,False,True,True,True,False,False
1841,2012,246000,35000,23.03,1396.0,69.0,False,True,True,True,False,False
6260,2018,665000,40142,24.4,1120.0,71.0,False,False,True,False,False,False
1551,2020,630000,5000,21.01,1197.0,81.8,True,True,True,False,False,False
2849,2012,360000,100000,18.5,1197.0,85.8,True,True,True,True,False,False
2012,2017,1594000,5000,21.43,1364.0,86.79,False,True,True,False,False,False
5556,2018,800000,30000,22.54,1396.0,88.73,False,True,True,False,False,False
7742,2013,275000,20000,21.1,814.0,55.2,True,True,True,False,False,False
2921,2018,640000,82000,25.83,1498.0,99.0,False,True,True,False,False,False
6843,2014,540000,77500,14.0,2179.0,138.1,False,True,True,True,False,True
2956,2011,242000,120000,21.5,1248.0,88.8,False,True,True,False,False,False
7353,2012,371000,100000,19.3,1248.0,73.9,False,True,True,False,False,False
232,2016,350000,140000,20.51,998.0,67.04,True,True,True,False,False,False
2373,2017,500000,62960,25.83,1498.0,99.0,False,False,True,False,False,False
7964,2019,1025000,32000,28.09,1248.0,88.5,False,True,True,False,False,False
6208,2019,390000,25000,23.01,999.0,67.0,True,True,True,False,False,False
6148,2017,350000,20000,23.1,998.0,67.04,True,True,True,True,False,False
6756,2011,360000,157000,22.32,1582.0,126.3,False,True,True,True,False,False
77,2012,450000,120000,16.02,1373.0,93.7,True,True,True,True,False,True
2760,2013,650000,170000,20.77,1248.0,88.76,False,True,True,False,True,True
3505,2018,700000,100000,28.4,1248.0,74.02,False,True,True,True,False,False
4618,2003,42000,62000,16.1,796.0,37.0,True,True,True,False,False,False
3648,2016,535000,70000,25.2,1248.0,74.0,False,True,True,False,False,False
1816,2005,800000,120005,11.0,2987.0,198.5,False,True,False,True,False,False
4770,2016,780000,60000,22.77,1498.0,98.59,False,False,True,False,False,False
5819,2015,350000,20000,19.81,1086.0,68.05,True,True,True,False,False,False
6796,2014,250000,40000,21.1,814.0,55.2,True,True,True,False,False,False
2409,2014,200000,60000,21.1,814.0,55.2,True,True,True,True,False,False
4769,2017,700000,80000,22.0,1197.0,81.8,True,False,True,False,False,False
7497,2010,275000,110000,20.4,1248.0,91.7,False,True,True,False,True,False
6125,2011,265000,60000,19.3,1248.0,73.9,False,True,True,False,False,False
1435,2012,250000,90000,20.92,998.0,67.1,True,True,True,False,False,False
4983,2019,675000,25000,28.4,1248.0,74.02,False,True,True,False,False,False
3901,2012,335000,72072,21.1,1248.0,73.9,False,False,True,False,False,False
4022,2013,350000,70000,21.9,1396.0,88.76,False,True,True,True,False,False
1466,2008,120000,40000,18.2,1061.0,64.0,True,True,True,False,False,False
2217,2015,625000,20000,17.01,1591.0,121.4,True,True,True,False,False,False
7944,2016,350000,100000,18.15,1198.0,82.0,True,True,True,True,False,False
1998,2011,180000,190000,19.2,1461.0,65.0,False,True,True,False,True,False
1599,2012,450000,120000,12.05,2179.0,120.0,False,True,True,False,False,True
7460,2013,250000,120000,19.09,1396.0,69.0,False,True,True,False,False,False
3717,2004,250000,120000,13.4,2362.0,164.7,True,True,True,True,False,False
121,2016,1140000,50000,19.67,1582.0,126.2,False,True,True,False,False,False
7892,2016,1689999,120000,13.68,2393.0,147.8,False,True,True,False,False,True
6451,2015,625000,90000,21.19,1396.0,88.73,False,True,True,False,False,False
1664,2018,450000,5000,23.84,1199.0,84.0,True,True,True,False,False,False
5831,2013,300000,100000,23.2,1248.0,73.94,False,True,True,True,False,False
4610,2017,894999,35000,17.8,1497.0,117.3,True,True,True,False,False,False
2195,2011,130000,60000,14.49,1399.0,92.7,True,True,True,True,False,False
6185,2016,300000,25000,25.17,799.0,53.3,True,True,True,False,False,False
4898,2019,950000,16034,21.7,1498.0,98.96,False,False,True,False,False,False
569,2017,1650000,50000,17.1,1956.0,170.0,False,True,True,False,False,False
2796,2017,650000,22200,22.54,1396.0,88.73,False,True,True,False,False,False
5132,2011,246000,139000,18.9,998.0,67.1,True,True,True,False,False,False
7943,2017,350000,26263,21.1,814.0,55.2,True,True,True,False,False,False
3536,2013,345000,40000,21.9,1396.0,88.8,False,True,True,False,False,False
5772,2014,450000,76000,25.8,1498.0,98.6,False,True,True,False,False,False
3385,2016,440000,20000,19.09,1405.0,69.01,False,True,True,False,False,False
3538,2018,620000,15000,20.89,1197.0,81.8,True,True,False,False,False,False
6926,2011,450000,108000,22.32,1582.0,126.3,False,True,True,False,False,False
275,2015,500000,70000,22.54,1396.0,88.73,False,True,True,False,True,False
6783,2006,110000,120000,19.7,796.0,46.3,True,True,True,False,True,False
7724,2015,313000,68203,21.79,998.0,67.05,True,False,True,False,False,False
382,2018,600000,69779,22.0,1197.0,81.8,True,False,False,False,False,False
6623,2013,375000,80000,23.4,1248.0,74.0,False,True,True,False,True,False
6862,2017,520000,40000,20.3,1199.0,84.0,True,True,True,False,False,False
6032,2012,280000,105358,17.8,1399.0,67.0,False,True,True,False,True,False
3768,2013,445000,70000,28.4,1248.0,74.0,False,False,True,True,False,False
514,2011,110000,50000,17.2,1396.0,53.5,False,True,True,False,False,False
6356,2011,225000,90000,20.54,1598.0,103.6,False,True,True,False,False,False
540,2015,340000,110000,17.57,1193.0,88.7,True,True,True,False,False,False
1308,2016,305000,60000,22.74,796.0,47.3,True,True,True,True,False,False
900,2019,750000,30000,18.6,1197.0,81.86,True,True,True,False,False,False
5589,2011,229999,40000,20.0,1399.0,68.0,False,True,True,True,False,False
326,2014,400000,50000,20.4,1197.0,81.8,True,True,True,False,False,False
